,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1655,Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,3,31,8,25.8,1.75,0.45,0.1,0.38,26.9,1,0,0,1,1,0.03,2,2
1656,Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,1,3,2,66.7,0.86,0.57,0.33,0.5,9.4,0,0,0,1.3,1.3,0.43,-0.3,-0.3
1657,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,1,4,2,50,1.63,0.81,0.25,0.5,11.9,0,0,0,0.2,0.2,0.05,0.8,0.8
1658,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,7,27,13,48.1,2.44,1.17,0.22,0.46,11.9,1,1,1,7.4,6.7,0.25,-0.4,-0.7
1659,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,0,6,3,50,0.49,0.24,0,0,21.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1660,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,1,5,2,40,0.65,0.26,0.2,0.5,6.8,0,0,0,0.6,0.6,0.13,0.4,0.4
1661,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,19,2000,2.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1662,Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,it Serie A,27,1993,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1663,Henning Matriciani\Henning-Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1664,Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,fr Ligue 1,18,2002,3.9,0,4,0,0,1.02,0,0,,17.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1665,Federico Mattiello\Federico-Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1666,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,eng Premier League,23,1996,27.9,8,67,22,32.8,2.4,0.79,0.07,0.23,14.2,0,3,4,13,9.9,0.15,-5,-4.9
1667,Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,0,13,2,15.4,2.33,0.36,0,0,25.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
1668,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22,1998,22.6,9,31,17,54.8,1.37,0.75,0.29,0.53,13.2,0,0,1,5.7,4.9,0.16,3.3,4.1
1669,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,0,17,5,29.4,1.05,0.31,0,0,10.9,0,0,0,1.4,1.4,0.08,-1.4,-1.4
1670,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,31,1989,9.1,3,19,13,68.4,2.09,1.43,0.16,0.23,11.3,0,0,0,3.2,3.2,0.17,-0.2,-0.2
1671,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,23,1997,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1672,Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,it Serie A,23,1997,17.2,10,41,16,39,2.38,0.93,0.24,0.63,13.9,0,0,0,8.3,8.3,0.2,1.7,1.7
1673,Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,2.9,0,6,0,0,2.1,0,0,,21,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1674,Antonio Mazzotta\Antonio-Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1675,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,0,11,5,45.5,0.6,0.27,0,0,13,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1676,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,27,98,47,48,3.71,1.78,0.21,0.45,15,2,6,6,24.6,20.1,0.2,2.4,0.9
1677,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,1,1,1,100,0.21,0.21,1,1,2,0,0,0,0.5,0.5,0.55,0.5,0.5
1678,Jean-Manuel Mbom\Jean-Manuel-Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,12.9,0,7,1,14.3,0.54,0.08,0,0,17.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6
1679,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,24.6,4,39,18,46.2,1.59,0.73,0.1,0.22,17.7,0,0,0,3.3,3.3,0.09,0.7,0.7
1680,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,0,6,0,0,0.37,0,0,,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1681,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,1,30,12,40,2.04,0.82,0.03,0.08,11.4,0,0,0,3.1,3.1,0.1,-2.1,-2.1
1682,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,30,1989,30,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1683,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,0,1,0,0,0.11,0,0,,28,0,0,0,0,0,0.01,0,0
1684,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,25,1994,37,3,46,11,23.9,1.24,0.3,0.07,0.27,22.1,0,0,0,2.2,2.2,0.05,0.8,0.8
1685,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,26.6,8,74,24,32.4,2.78,0.9,0.11,0.33,17.1,1,0,0,7.1,7.1,0.1,0.9,0.9
1686,Weston McKennie\Weston-McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,5,29,14,48.3,1.53,0.74,0.17,0.36,10.1,0,0,0,4.2,4.2,0.14,0.8,0.8
1687,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,21.9,1,0,0,1.1,1.1,0.04,0.9,0.9
1688,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,4,26,7,26.9,1.1,0.3,0.15,0.57,16.1,0,0,0,2.1,2.1,0.08,1.9,1.9
1689,Gary Medel\Gary-Medel,cl CHI,DFMF,Bologna,it Serie A,32,1987,5.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1690,Facundo Medina\Facundo-Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,2,9,4,44.4,0.4,0.18,0.22,0.5,11.5,0,0,0,0.8,0.8,0.09,1.2,1.2
1691,Nathan de Medina\Nathan-de-Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1692,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,2,22,6,27.3,0.74,0.2,0.09,0.33,9.9,0,0,0,1.6,1.6,0.07,0.4,0.4
1693,Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,0,2,0,0,36,0,0,,12,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1694,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,9.1,0,8,2,25,0.88,0.22,0,0,13.8,0,0,0,0.9,0.9,0.11,-0.9,-0.9
1695,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,26,1994,10.2,1,8,4,50,0.78,0.39,0.13,0.25,16.6,0,0,0,0.6,0.6,0.07,0.4,0.4
1696,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Milan,it Serie A,26,1994,6.5,0,7,3,42.9,1.07,0.46,0,0,22.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
1697,Hannibal Mejbri\Hannibal-Mejbri,fr FRA,MF,Manchester Utd,eng Premier League,17,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1698,Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,4.6,0,13,5,38.5,2.83,1.09,0,0,18.3,0,0,0,1.4,1.4,0.11,-1.4,-1.4
1699,Filippo Melegoni\Filippo-Melegoni,it ITA,MFDF,Genoa,it Serie A,21,1999,4.3,0,4,1,25,0.93,0.23,0,0,23.4,2,0,0,0.4,0.4,0.1,-0.4,-0.4
1700,Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,es La Liga,26,1994,20.6,7,28,9,32.1,1.36,0.44,0.25,0.78,14.1,0,0,0,3.1,3.1,0.11,3.9,3.9
1701,Birger Meling\Birger-Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,2,13,6,46.2,0.5,0.23,0.15,0.33,16,0,0,0,0.8,0.8,0.06,1.2,1.2
1702,Arthur Melo\Arthur-Melo,br BRA,MF,Juventus,it Serie A,23,1996,12.9,1,3,1,33.3,0.23,0.08,0.33,1,23,0,0,0,0.2,0.2,0.05,0.8,0.8
1703,Houboulang Mendes\Houboulang-Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,14.4,0,4,0,0,0.28,0,0,,26,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1704,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,2,8,3,37.5,0.44,0.17,0.25,0.67,14.6,0,0,0,0.9,0.9,0.12,1.1,1.1
1705,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,0,22,7,31.8,0.88,0.28,0,0,21.2,0,0,0,1.6,1.6,0.07,-1.6,-1.6
1706,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,29.7,9,49,21,42.9,1.65,0.71,0.16,0.38,15.8,1,1,1,7.5,6.7,0.14,1.5,1.3
1707,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,30,1990,23.2,5,34,10,29.4,1.46,0.43,0.15,0.5,16.6,0,0,0,5.4,5.4,0.16,-0.4,-0.4
1708,Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,es La Liga,21,1999,0.7,0,1,0,0,1.48,0,0,,27.2,0,0,0,0,0,0.01,0,0
1709,Batista Mendy\Batista-Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1710,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1,16.5,0,0,0,0.4,0.4,0.07,1.6,1.6
1711,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1712,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,30.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1713,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,1,12,2,16.7,0.49,0.08,0.08,0.5,19,0,0,0,0.6,0.6,0.05,0.4,0.4
1714,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,0,4,2,50,0.25,0.12,0,0,26,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1715,Hamza Mendyl\Hamza-Mendyl,ma MAR,FW,Schalke 04,de Bundesliga,22,1997,1.1,0,2,0,0,1.89,0,0,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1716,Levent Mercan\Levent-Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1717,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,0,2,0,0,0.14,0,0,,25.2,0,0,0,0,0,0.01,0,0
1718,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,23,1997,22,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1719,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,13.6,0,0,0,3.7,3.7,0.11,-1.7,-1.7
1720,Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,6.1,0,11,4,36.4,1.8,0.66,0,0,17.9,1,0,0,1.1,1.1,0.1,-1.1,-1.1
1721,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,4.6,0,2,0,0,0.43,0,0,,9.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1722,Dries Mertens\Dries-Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,16.2,9,55,20,36.4,3.39,1.23,0.16,0.45,17.5,6,0,0,5.3,5.3,0.1,3.7,3.7
1723,Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,19.6,1,25,4,16,1.28,0.2,0,0,24.6,2,1,1,1.7,0.9,0.04,-0.7,-0.9
1724,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1725,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,33.6,30,190,85,44.7,5.66,2.53,0.14,0.32,18.8,40,3,5,23.6,19.4,0.1,6.4,7.6
1726,Junior Messias\Junior-Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,35.7,9,98,32,32.7,2.74,0.9,0.09,0.28,21.2,9,0,0,7.5,7.5,0.08,1.5,1.5
1727,Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,1,12,2,16.7,0.73,0.12,0.08,0.5,18,0,0,0,0.9,0.9,0.08,0.1,0.1
1728,Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,0,1,0,0,0.13,0,0,,10,0,0,0,0,0,0.04,0,0
1729,Max Meyer\Max-Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,0,10,5,50,2.56,1.28,0,0,16.8,0,0,0,1,1,0.1,-1,-1
1730,Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,0,3,0,0,0.34,0,0,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1731,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,2,10,5,50,0.95,0.48,0.2,0.4,23.6,2,0,0,0.6,0.6,0.06,1.4,1.4
1732,Jonas Michel Dirkner\Jonas-Michel-Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1733,Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1734,Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,0,11,2,18.2,0.86,0.16,0,0,29.5,5,0,0,0.3,0.3,0.03,-0.3,-0.3
1735,Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1736,Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1737,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,0,10,4,40,0.59,0.23,0,0,10.5,0,0,0,1.3,1.3,0.13,-1.3,-1.3
1738,Valentin Mihaila\Valentin-Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,7.8,3,19,10,52.6,2.45,1.29,0.16,0.3,16.4,0,0,0,2.6,2.6,0.14,0.4,0.4
1739,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,3,20,9,45,0.59,0.27,0.15,0.33,12.1,0,0,0,2.6,2.6,0.14,0.4,0.4
1740,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,9,43,19,44.2,3.17,1.4,0.14,0.32,17,1,3,3,8.5,6.2,0.14,0.5,-0.2
1741,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,8,64,21,32.8,2.1,0.69,0.13,0.38,17.4,11,0,0,5.7,5.7,0.09,2.3,2.3
1742,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,Torino,it Serie A,23,1997,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1743,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,1,12,3,25,0.95,0.24,0.08,0.33,10.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1744,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,1,17,5,29.4,0.65,0.19,0,0,27,7,1,2,2.3,0.8,0.05,-1.3,-0.8
1745,Luis Milla\Luis-Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,1,10,3,30,0.72,0.22,0.1,0.33,23.6,2,0,0,0.5,0.5,0.05,0.5,0.5
1746,Pere Milla\Pere-Milla,es ESP,FWMF,Elche,es La Liga,27,1992,22,4,30,11,36.7,1.36,0.5,0.13,0.36,10.9,0,0,0,5.6,5.6,0.19,-1.6,-1.6
1747,Alejandro Millán\Alejandro-Millan,es ESP,FW,Villarreal,es La Liga,20,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1748,Vincenzo Millico\Vincenzo-Millico,it ITA,FWMF,Torino,it Serie A,19,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1749,Enzo Millot\Enzo-Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,0,2,1,50,4.39,2.2,0,0,11.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1750,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,11.9,0,12,3,25,1.01,0.25,0,0,22.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1751,Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,12,45,22,48.9,1.68,0.82,0.24,0.5,14,1,1,1,8.8,8,0.18,3.2,3
1752,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.5,10.2,0,0,0,1.3,1.3,0.08,0.7,0.7
1753,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,7.9,2,13,4,30.8,1.65,0.51,0.15,0.5,17.5,0,0,0,1.2,1.2,0.09,0.8,0.8
1754,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,16.4,0,0,0,0.7,0.7,0.09,0.3,0.3
1755,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,2,19,7,36.8,0.54,0.2,0.11,0.29,8.8,0,0,0,1.9,1.9,0.1,0.1,0.1
1756,Óscar Mingueza\Oscar-Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,2,12,6,50,0.57,0.28,0.17,0.33,17.7,0,0,0,1,1,0.08,1,1
1757,Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,es La Liga,23,1997,32,13,114,44,38.6,3.57,1.38,0.1,0.25,15.5,2,2,3,13.6,11.4,0.1,-0.6,-0.4
1758,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,31,1989,19.2,0,10,0,0,0.52,0,0,,16.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7
1759,Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,FWMF,Atalanta,it Serie A,24,1995,7.5,4,16,7,43.8,2.13,0.93,0.25,0.57,15.7,1,0,0,1.8,1.8,0.11,2.2,2.2
1760,Juan Miranda\Juan-Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,1,9,3,33.3,0.49,0.16,0.11,0.33,25.3,1,0,0,0.6,0.6,0.06,0.4,0.4
1761,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,37,1983,12.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1762,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19,1,2,2,100,0.11,0.11,0.5,0.5,8.1,0,0,0,0.4,0.4,0.21,0.6,0.6
1763,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,3,56,17,30.4,3.59,1.09,0.04,0.12,14.9,1,1,2,6.5,5,0.09,-3.5,-3
1764,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,2,12,5,41.7,0.39,0.16,0.17,0.4,8.5,0,0,0,0.8,0.8,0.06,1.2,1.2
1765,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,20,0,17,5,29.4,0.85,0.25,0,0,22.7,0,0,0,0.8,0.8,0.05,-0.8,-0.8
1766,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,30.5,13,81,33,40.7,2.66,1.08,0.15,0.36,16.3,1,1,1,12.3,11.5,0.14,0.7,0.5
1767,Jakub Moder\Jakub-Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,0,13,3,23.1,1.81,0.42,0,0,17.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
1768,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,2.5,0,7,0,0,2.85,0,0,,16,0,0,1,1.8,1,0.15,-1.8,-1
1769,Anthony Modeste\Anthony-Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,3.3,0,9,1,11.1,2.76,0.31,0,0,15.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9
1770,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,5,45,15,33.3,1.48,0.49,0.11,0.33,21.3,1,0,0,2.7,2.7,0.06,2.3,2.3
1771,Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23,14,55,24,43.6,2.39,1.04,0.24,0.54,14.5,0,1,1,12.5,11.7,0.21,1.5,1.3
1772,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,5,24,7,29.2,1.39,0.41,0.21,0.71,23.6,1,0,0,1.3,1.3,0.05,3.7,3.7
1773,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1774,Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1,1,4,1,25,3.83,0.96,0.25,1,18,0,0,0,0.4,0.4,0.09,0.6,0.6
1775,Johan Mojica\Johan-Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,0,7,2,28.6,0.52,0.15,0,0,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1776,Johan Mojica\Johan-Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,0,4,0,0,1.2,0,0,,17.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1777,Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1778,Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,8,24,12,50,1.34,0.67,0.33,0.67,11.7,0,0,1,5,4.3,0.18,3,3.7
1779,Nahuel Molina\Nahuel-Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,2,16,6,37.5,0.79,0.3,0.13,0.33,18,0,0,0,1.6,1.6,0.1,0.4,0.4
1780,Salvatore Molina\Salvatore-Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.2,19.6,0,0,0,0.7,0.7,0.05,0.3,0.3
1781,Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1782,Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,3,51,16,31.4,1.95,0.61,0.06,0.19,20.9,9,0,0,3.4,3.4,0.07,-0.4,-0.4
1783,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1784,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1785,Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,2,38,11,28.9,1.29,0.37,0.05,0.18,25.9,0,0,0,1.5,1.5,0.04,0.5,0.5
1786,Gabriele Moncini\Gabriele-Moncini,it ITA,FW,Benevento,it Serie A,24,1996,4,0,8,1,12.5,2.02,0.25,0,0,13.2,0,0,0,1,1,0.12,-1,-1
1787,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,2,22,4,18.2,1.72,0.31,0.09,0.5,26.2,2,0,0,1.1,1.1,0.05,0.9,0.9
1788,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,6.3,0,6,0,0,0.96,0,0,,13.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1789,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,1,11,1,9.1,0.48,0.04,0.09,1,13.7,0,0,0,0.8,0.8,0.07,0.2,0.2
1790,Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
